Artist Name,Track Name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in ms,time_signature,Class
Frances Forever,Space Girl,1.769,0.761,-1.121,1.011,-0.303,0.755,-0.588,0.235,-0.588,1.155,-1.146,0.114,0.274,0.21,9
DURDN,The Last Day,-2.522,1.315,-0.917,0.009,-0.111,0.755,-0.478,1.4,-0.403,-0.767,-0.63,-0.226,0.33,-2.555,9
DJ Jazzy Jeff & The Fresh Prince,Summertime,1.073,0.803,-0.526,0.347,-1.612,0.755,-0.2,-0.649,-0.589,4.075,-0.072,-0.93,0.627,0.21,5
Kishore Kumar,Is Mod Se Jate Hain,-1.827,-1.163,-1.206,0.679,-0.716,0.755,-0.46,2.337,-0.588,-0.24,0.07,-1.113,-1.793,0.21,3
Prospective,Deadman,-0.132,-0.634,1.378,-1.644,0.761,0.755,0.853,-0.795,-0.386,0.954,-1.366,-0.765,0.029,0.21,8
Royal Blood,Limbo,1.131,0.118,0.859,0.679,0.577,0.755,-0.269,-0.795,-0.543,0.112,-0.388,0.081,0.825,0.21,10
Incubus,Summer Romance (Anti-Gravity Love Song),0.319,0.743,0.247,0.347,0.183,0.755,-0.56,-0.766,-0.538,-0.573,0.336,-0.424,0.58,0.21,10
Lightnin' Hopkins,Hello Central (Give Me Central),-0.203,0.587,-1.329,0.679,-1.171,0.755,-0.585,2.273,-0.588,-0.434,-0.563,-1.795,-0.202,0.21,2
Duran Duran,Falling Down (feat. Justin Timberlake),-0.319,0.039,0.145,1.675,0.817,0.755,-0.645,-0.795,-0.477,-0.63,0.236,-1.239,1.243,0.21,10
Omer Adam,◊¶◊ú◊ô◊ú ◊û◊ô◊™◊®,-0.377,-0.057,-2.34,-1.644,-0.399,-1.324,-0.464,2.195,-0.403,-0.579,-0.534,0.317,0.19,-2.555,9
Olivia Rodrigo,happier,0.261,-0.893,-0.934,0.015,-0.447,0.755,0.638,1.667,-0.589,-0.705,-0.617,1.566,-0.222,-2.555,9
DUSTY LOCANE,"ROLLIN N CONTROLLIN, Pt.2 (PICTURE ME)",0.957,1.892,-0.161,0.679,0.801,0.755,3.88,-0.071,-0.332,-0.102,0.719,0.251,-0.705,0.21,5
Rae Sremmurd,Unlock The Swag,-0.029,2.277,-0.522,0.015,0.492,-1.324,-0.144,-0.361,-0.589,-0.747,-0.963,-0.293,1.09,0.21,5
Regina Costa,Seed,0.087,-0.754,-2.179,-1.312,-2.172,0.755,-0.241,2.385,2.953,-0.548,-0.813,-1.984,-1.793,-2.555,7
KRS-One,Step into a World (Rapture's Delight),0.841,1.561,0.609,-0.026,0.026,0.755,2.217,-0.771,-0.569,-0.598,0.574,-0.934,0.796,0.21,5
Juanse,Foxtrot,0.145,0.9,-0.709,-1.312,-0.843,0.755,-0.409,-0.55,-0.583,-0.246,0.282,-0.034,0.016,0.21,2
Juice WRLD,Real Shit (with benny blanco),1.711,0.96,0.171,-1.644,0.8,0.755,0.638,1.152,-0.332,-0.478,0.878,-1.576,-0.151,0.21,5
Dr. Dre,Still D.R.E.,2.117,1.639,0.477,1.675,1.133,0.755,1.846,-0.28,-0.588,-0.891,0.17,-0.987,0.624,0.21,5
Architects,Meteor,0.783,-0.676,1.25,-1.644,1.195,-1.324,0.315,-0.795,-0.589,-0.781,-0.929,0.456,0.36,0.21,10
Caleborate,Clicquot Shower,0.087,1.687,-0.59,-0.317,-0.472,-1.324,3.581,0.615,-0.332,-0.741,-0.296,-0.867,-0.351,0.21,5
Gavin James,Boxes - Acoustic,-0.029,-1.446,-1.384,-0.98,0.132,0.755,-0.577,1.703,-0.403,-0.453,-1.038,2.191,-0.134,0.21,9
Miranda Lambert,Holding On to You,0.377,-0.315,-1.32,-0.035,-0.48,0.755,-0.444,0.454,-0.589,-0.585,-0.671,2.24,-1.793,-2.555,4
Steve Miller Band,My Own Space,-0.667,-0.339,-1.354,0.679,-1.71,0.755,-0.638,-0.715,-0.554,1.18,-1.317,-1.295,-0.145,0.21,10
Luis Villegas,Daydream,0.087,1.092,-1.044,0.679,-0.305,-1.324,0.062,1.786,2.766,-0.478,1.261,3.158,-1.793,0.21,7
Islander,What Do You Gotta Lose?,0.551,-0.093,1.118,0.015,0.845,-1.324,0.208,-0.795,-0.168,-0.309,-0.405,0.249,0.19,0.21,10
Os Mutantes,A Minha Menina,0.377,-0.484,1.118,0.347,1.162,0.755,0.506,-0.617,0.391,1.77,-0.205,-1.063,0.752,0.21,6
Kyuss,Supa Scoopa and Mighty Scoop,-0.087,-1.687,0.069,-0.317,-0.981,-1.324,-0.358,-0.145,2.301,-0.624,-0.334,-1.365,1.385,0.21,8
Rodney Atkins,If You're Going Through Hell (Before The Devil Even Knows),1.015,0.136,0.999,1.011,1.05,0.755,-0.195,-0.598,-0.54,-0.441,1.269,-0.226,-1.793,0.21,4
JT Money,Who Dat,0.261,1.73,0.727,1.675,0.638,-1.324,1.703,-0.748,-0.332,0.671,-0.438,-1.204,0.277,0.21,5
LUCY,Jogging,0.203,0.93,0.889,-0.317,1.241,0.755,-0.469,0.447,-0.589,-0.696,1.877,0.521,0.027,0.21,10
Television,Marquee Moon - Remastered,0.145,-0.297,-0.025,0.347,0.091,0.755,-0.479,-0.592,1.083,-0.699,1.044,-0.15,3.967,0.21,6
Aviv Geffen,◊î◊ê◊ù ◊ú◊î◊ô◊ï◊™ ◊ë◊ö ◊û◊ê◊ï◊î◊ë,-0.609,-0.267,-1.703,0.347,-1.559,0.755,-0.618,2.118,-0.587,-0.466,-1.025,-0.539,-0.381,0.21,10
YonYon,Beautiful Women,-1.537,0.436,0.532,0.015,0.377,-1.324,0.446,-0.37,1.098,-0.447,-0.371,1.432,1.217,0.21,6
LUHA,I Will Find You,-0.725,-0.592,-0.025,-1.644,0.259,0.755,-0.629,-0.705,-0.142,-0.554,-0.859,-1.437,0.059,0.21,6
Pink Floyd,"Another Brick in the Wall, Pt. 2",1.827,0.906,-1.142,-0.01,-1.968,0.755,-0.442,-0.544,-0.586,0.319,0.969,-0.626,0.339,0.21,10
Rammstein,ZEIG DICH,1.015,0.009,1.186,-0.05,0.896,-1.324,-0.455,-0.792,-0.497,-0.865,-0.505,1.435,0.492,0.21,8
T.I.,Why You Wanna,0.493,1.555,0.464,-1.644,0.745,-1.324,1.344,0.357,-0.332,-0.853,0.699,-0.899,0.127,0.21,5
Kelsea Ballerini,I Hate Love Songs,0.725,-0.947,-0.921,1.675,0.026,0.755,-0.598,0.016,-0.54,-0.102,-0.359,1.94,-1.793,-2.555,4
Hidden Intent,Dead End Destiny,-1.131,-1.464,1.399,-1.644,1.361,-1.324,2.456,-0.795,-0.589,0.916,-0.084,2.118,-0.149,0.21,8
The Chemical Brothers,The Darkness That You Fear - Edit,1.015,0.196,0.982,1.011,0.803,0.755,-0.47,-0.682,-0.255,0.212,-0.759,0.184,0.331,0.21,6
Leon Bridges,Like a Ship,0.725,-1.386,0.778,-0.317,0.198,-1.324,0.709,-0.738,-0.116,-0.102,0.095,1.74,1.364,0.21,1
Yehudit Ravitz,◊¢◊õ◊©◊ô◊ï ◊î◊õ◊ú ◊ë◊°◊ì◊®,-0.841,0.364,-0.522,1.011,-1.505,-1.324,-0.524,-0.245,-0.37,-0.854,1.573,-0.287,0.717,0.21,10
Styx,Come Sail Away,1.363,-1.32,-1.393,-0.01,-1.898,0.755,-0.529,-0.477,-0.589,-0.607,-1.437,-0.105,1.485,0.21,10
Jim-E Stack,Can We (with Kacy Hill),0.319,1.531,-0.224,-0.648,0.723,0.755,-0.594,-0.245,-0.333,-0.573,0.141,-0.923,-0.262,0.21,6
Great Peacock,Let You Go,-0.725,0.436,-0.199,0.347,-0.186,0.755,-0.616,-0.792,-0.289,-0.114,0.465,-0.156,0.769,0.21,2
ZZ Top,Sharp Dressed Man - 2019 Remaster,-0.203,0.623,0.528,-0.317,0.107,0.755,-0.649,-0.794,-0.58,-0.573,-0.388,0.084,0.464,0.21,10
Jasmin Moallem,◊ê◊ï◊® ◊î◊ô◊®◊ó,0.377,0.491,-0.165,1.011,-0.119,0.755,0.721,-0.219,-0.589,0.15,-0.384,0.926,0.067,0.21,9
Eddie Berman,Joann,-0.609,-0.598,-1.724,-1.644,-0.988,0.755,-0.578,0.196,-0.447,-0.032,-0.913,-0.933,-1.793,0.21,0
GFOTY,PAPER BOYFRIEND,-0.609,2.367,0.184,1.011,-0.504,0.755,3.485,-0.751,1.228,-0.977,1.473,-0.09,-0.689,0.21,6
A Thousand Horses,Livin' My Best Life,0.203,0.208,1.212,0.347,1.093,0.755,-0.467,-0.792,-0.533,0.583,1.102,-0.226,-0.139,0.21,10
Surf Curse,Freaks,2.522,-1.193,1.182,1.011,-0.496,0.755,-0.396,-0.795,1.768,-0.911,-0.33,1.928,-1.793,0.21,9
Biffy Clyro,Instant History,-2.522,0.268,0.417,0.679,1.02,-1.324,-0.566,-0.793,-0.168,2.838,-0.317,0.351,-0.025,0.21,10
Modest Mouse,Float On,1.595,0.635,0.957,0.015,0.767,0.755,-0.603,-0.754,-0.589,-0.674,0.278,-0.732,0.069,0.21,1
The Verve,Lucky Man,1.189,-0.821,0.001,-1.312,0.079,0.755,-0.589,0.025,-0.588,-0.659,-1.146,-1.577,0.829,0.21,10
Tony Spinner,Walkin' The Dawg,-0.261,0.497,1.106,-1.644,0.855,0.755,-0.387,-0.753,-0.586,-1.024,1.494,-1.192,0.213,0.21,10
Haich Ber Na,87 Days,-0.551,1.122,0.855,-1.644,0.824,0.755,0.011,-0.782,0.283,0.476,1.356,-0.427,0.182,0.21,6
Alex Lahey,Perth Traumatic Stress Disorder,-0.725,-1.326,1.012,0.062,0.764,0.755,-0.093,-0.795,-0.589,1.82,0.141,1.95,-0.581,0.21,6
WAAX,Labrador,0.029,-0.321,0.558,0.347,0.895,0.755,0.267,-0.794,-0.588,0.633,-0.034,-0.087,0.186,0.21,6
Talk Talk,Life's What You Make It - 1997 Remaster,0.899,-0.111,0.6,-1.644,0.083,0.755,-0.57,-0.784,0.472,-0.992,1.868,-1.037,0.609,0.21,10
Warrant,Cherry Pie,1.247,-0.43,1.203,-1.312,0.82,0.755,0.781,-0.676,-0.168,0.979,-0.001,1.855,0.003,0.21,10
Bitch Falcon,Turn to Gold,-1.421,-1.296,0.188,0.347,-0.038,0.755,-0.525,-0.795,-0.269,-0.619,-1.529,-1.29,0.791,0.21,10
Lowgo,Control,-0.319,1.357,-0.619,0.062,-0.373,-1.324,5.544,0.405,0.391,2.505,1.498,-0.258,-0.19,0.21,6
Kanye West,Jesus Walks,1.363,0.563,0.727,-0.98,0.796,-1.324,2.911,1.181,-0.332,0.759,0.953,-1.194,-0.063,0.21,5
J. Cole,a p p l y i n g . p r e s s u r e,2.175,0.936,0.409,-1.644,0.644,0.755,2.768,-0.533,-0.332,0.728,-0.342,-1.337,-0.209,0.21,5
The Swallows,It Ain't The Meat,-0.783,0.761,-1.299,1.343,-0.642,0.755,-0.168,1.976,-0.589,-0.712,1.448,0.901,-0.394,0.21,2
Songhoy Blues,Worry,0.029,-1.169,0.698,0.347,0.246,0.755,-0.388,-0.657,-0.571,0.131,1.531,-0.894,-0.139,0.21,10
Chronixx,Black Is Beautiful,-0.087,1.194,-0.029,1.011,0.202,-1.324,-0.26,0.032,-0.588,0.564,-0.746,-0.858,0.169,0.21,5
Eddie Boyd,Lovesick Soul,-0.957,0.388,-0.415,-1.312,0.026,0.755,-0.462,1.407,-0.584,-0.321,1.202,-1.185,0.321,0.21,2
Mudvayne,Happy?,1.421,0.015,1.305,-0.317,1.297,-1.324,0.207,-0.793,-0.589,0.495,-0.43,-0.763,0.14,0.21,8
Queen Latifah,U.N.I.T.Y.,0.261,0.767,0.349,-0.648,0.942,-1.324,3.15,-0.776,-0.332,0.577,0.07,-0.959,0.461,0.21,5
Kishore Kumar,Tere Jaisa Yaar Kahan - Yaarana / Soundtrack Version,-0.029,-1.031,-0.288,0.347,-0.801,0.755,-0.06,1.983,-0.581,0.715,-0.388,-0.615,-1.793,0.21,3
Beautify Junkyards,Reverie,-0.783,0.009,-0.067,-1.644,-0.333,-1.324,-0.555,1.526,2.454,-0.146,-1.287,-0.393,0.515,0.21,6
"Mohammed Rafi, Asha Bhosle",Ek Pardesi Mera Dil Le Gaya,-1.479,-0.009,-0.539,-0.317,-0.197,-1.324,-0.491,1.796,-0.589,0.69,1.789,-0.217,-1.793,0.21,3
Baiju Dharmajan,Moham,-1.421,0.87,-0.942,0.347,-0.807,0.755,-0.483,0.37,-0.583,-0.636,0.69,0.589,1.034,-2.555,6
Zella Day,Purple Haze,0.377,0.641,0.039,1.675,-0.013,-1.324,-0.483,-0.671,-0.546,-0.359,0.445,0.081,-0.018,0.21,9
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",1.769,0.316,0.286,1.011,0.943,0.755,0.853,-0.023,-0.403,0.809,0.162,-1.239,-0.073,0.21,9
Concha Piquer,No Me Quieras Tanto,-0.551,-0.568,-1.741,1.675,-0.471,-1.324,-0.456,2.166,-0.589,-0.649,0.066,0.613,0.8,0.21,9
Bee Gees,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",1.827,0.346,0.171,0.347,0.413,0.755,-0.5,-0.232,-0.589,2.354,0.778,-0.557,-1.793,0.21,9
Eagles,Hotel California - 2013 Remaster,2.175,0.214,-0.658,-1.312,-0.389,0.755,-0.631,-0.777,-0.587,-0.871,0.511,0.829,-1.793,0.21,10
Monster Magnet,Powertrip,0.261,-0.129,0.808,1.675,0.506,0.755,-0.495,-0.795,1.578,-0.409,0.628,0.612,0.096,0.21,10
"Abhijeet Srivastava, Amit Trivedi","Phisal Jaa Tu (From ""Haseen Dillruba"")",0.667,0.906,-0.424,0.347,-0.62,0.755,-0.574,1.268,-0.585,-0.227,-1.179,0.321,-1.793,0.21,3
Bnny,Time Walk,-1.189,0.442,-0.687,-1.312,-0.327,0.755,-0.546,-0.631,2.238,-0.704,1.835,-0.127,-0.958,0.21,6
Writing The Future,As Above So Below,0.203,-0.327,1.271,-0.317,0.596,-1.324,0.303,-0.794,-0.589,0.351,-0.609,1.266,0.083,0.21,8
Weezer,Buddy Holly,1.653,0.076,1.093,0.679,0.816,0.755,-0.515,-0.787,-0.588,-0.497,1.186,-0.05,-0.371,0.21,6
ne√†nder,aas,-0.841,-2.06,0.328,1.011,0.16,-1.324,-0.443,-0.793,2.759,-0.693,-1.579,-0.63,3.063,0.21,8
Howie Lee,The Door of Aspiration,-1.479,-1.572,-1.834,0.062,-1.617,0.755,-0.473,1.867,1.132,-0.472,-1.852,-1.728,0.157,-2.555,6
Moneybagg Yo,Said Sum (feat. City Girls & DaBaby) - Remix,1.479,2.223,-0.161,1.343,0.249,-1.324,3.043,-0.741,-0.332,-0.447,-0.784,0.145,-0.206,0.21,5
Shuko,I Ain't Finished Yet,-0.203,0.767,-0.08,1.011,0.688,-1.324,4.084,0.225,-0.332,-0.573,0.286,1.661,-0.38,0.21,5
Ayron Jones,Mercy,0.609,-1.837,1.203,1.343,0.952,-1.324,0.554,-0.795,-0.586,-0.19,-0.875,1.222,0.045,0.21,10
The OBGMs,Not Again,-1.131,-0.484,1.25,-1.312,0.83,0.755,-0.366,-0.794,-0.582,1.079,0.736,-0.933,-0.536,0.21,1
Thieves Like Us,Drugs in My Body - Designer Drugs Remix,-1.479,1.248,-0.165,0.347,1.122,0.755,-0.333,-0.795,-0.378,0.684,0.932,0.109,0.702,0.21,1
Dani Wilde,Bumble Bee (Live),-0.029,-0.436,-1.779,0.095,-0.275,-1.324,-0.2,1.825,-0.589,-0.504,-0.176,-1.586,0.174,0.21,2
Lola Flores,"Ay, pena, penita, pena",-0.435,0.088,-1.299,-1.312,-0.363,0.755,0.222,2.089,-0.403,0.916,0.853,-0.09,0.1,0.21,9
Komsomolsk,–í—Å—ë –∏—Å—á–µ–∑–ª–æ,-0.377,0.052,0.621,0.347,0.716,0.755,-0.415,-0.361,0.391,-0.566,0.037,0.115,-0.249,0.21,6
TOTALFAT,Better Luck,-0.551,0.124,1.148,-1.312,0.955,0.755,-0.157,-0.777,-0.168,-0.765,1.169,0.622,0.22,0.21,10
Des Rocs,This is Our Life,0.783,-1.061,0.91,0.347,0.986,0.755,0.351,-0.792,-0.589,0.973,-0.38,1.186,0.21,0.21,10
The Neighbourhood,Staying Up,0.551,-0.899,0.817,-1.312,0.915,0.755,-0.291,-0.686,-0.54,0.294,-0.709,1.802,0.602,0.21,10
Omer Adam,◊°◊ï◊§◊® ◊¢◊ï◊ì ◊ô◊ï◊ù,-0.783,0.4,-0.87,0.679,0.234,-1.324,-0.403,1.873,-0.403,1.023,-0.101,0.448,0.351,0.21,9
Snow Patrol,Set The Fire To The Third Bar,0.087,0.021,-1.252,1.675,0.212,-1.324,-0.649,0.933,-0.168,-0.632,-0.496,-0.899,0.026,0.21,10
Black Stone Cherry,Blame It on the Boom Boom,0.725,0.184,0.961,1.343,1.104,0.755,-0.327,-0.789,-0.589,-1.023,1.24,-0.224,-0.104,0.21,10
Pavement,Cut Your Hair (Remastered),-1.421,-0.448,0.689,-0.648,0.321,-1.324,-0.572,-0.778,-0.581,-0.397,0.719,-0.398,-0.134,0.21,1
RAY BLK,Dark Skinned,0.319,1.663,-0.042,0.347,0.901,0.755,0.925,-0.422,-0.583,2.882,-0.484,-1.036,-0.184,0.21,5
Mike Bloomfield,Albert's Shuffle,0.261,-1.446,-0.726,0.095,-0.693,0.755,-0.487,-0.161,1.757,0.577,0.794,2.617,1.913,-2.555,2
Britney Spears,Up N' Down,-0.087,1.88,0.341,-0.648,0.79,-1.324,-0.308,-0.522,-0.403,-0.768,1.444,-0.089,-1.793,0.21,9
CKY,Disengage the Simulator,-0.087,-1.32,0.778,-0.648,-0.24,0.755,-0.241,-0.795,-0.589,-0.648,0.299,0.968,-0.153,0.21,8
Glass Animals,Your Love (D√©j√† Vu),1.073,1.868,0.035,0.347,0.186,0.755,-0.304,-0.734,0.837,-0.573,0.603,-0.495,0.3,0.21,6
"Inalab, Dhruv Sangari",Sitaron Se Aage,-1.595,-1.434,-0.071,-0.317,-0.218,-1.324,-0.45,-0.5,-0.149,-0.485,-0.371,1.932,-1.793,-2.555,0
Emanuel,Make Tonight,-0.087,-0.676,1.072,-0.98,0.954,-1.324,0.115,-0.781,-0.168,0.665,-0.292,-0.009,0.213,0.21,10
Cheat Codes,No Chill (feat. Lil Xxel),1.189,1.014,0.362,0.347,0.752,0.755,-0.615,-0.749,-0.403,0.043,1.494,-0.014,-0.299,0.21,9
Killing Joke,Eighties - 2007 Digital Remaster,0.551,-0.905,1.28,-0.98,-0.229,0.755,0.769,-0.793,-0.516,0.903,-0.559,0.99,0.344,0.21,10
POORSTACY,Nothing Left,0.493,-0.099,1.318,1.675,1.163,-1.324,1.32,-0.793,-0.589,1.035,-1.479,0.417,-0.701,0.21,6
Faith No More,Midlife Crisis,0.841,0.755,-0.029,1.011,-0.652,0.755,-0.46,-0.792,-0.588,-0.611,-0.092,-0.491,0.528,0.21,8
John Mayer,New Light,1.885,1.712,0.111,0.347,0.008,0.755,-0.564,0.251,-0.446,-0.725,1.527,0.044,0.136,0.21,9
The Quireboys,I Don't Love You Anymore,-0.551,0.033,-0.896,-0.648,-0.996,0.755,-0.637,-0.556,-0.168,0.847,-0.167,0.412,0.902,0.21,10
"Thaikkudam Bridge, Anandraj Benjamin Paul",Kanne - Namah,-1.015,-0.141,-0.913,-0.056,0.216,0.755,-0.578,-0.187,-0.589,0.395,-1.604,0.923,-1.793,0.21,0
American Authors,Brick By Brick,0.319,-0.009,0.876,0.015,0.954,-1.324,0.075,-0.79,-0.589,1.833,0.515,-1.375,0.04,0.21,9
Sixx:A.M.,"Maybe It‚Äôs Time (feat. Corey Taylor, Joe Elliott, Brantley Gilbert, Ivan Moody, Slash, AWOLNATION, Tommy Vext)",0.783,-0.887,0.502,-0.05,0.682,0.755,-0.503,-0.79,0.29,-0.07,-1.187,0.759,0.477,0.21,8
Jean Loup,Valerio Benustelli,-0.783,-0.369,0.846,0.679,0.908,0.755,-0.515,-0.76,-0.589,-0.252,1.19,0.926,0.047,0.21,10
This Is The Kit,Coming to Get You Nowhere,0.261,0.87,-0.594,0.347,-0.679,0.755,-0.474,2.096,0.808,-0.434,1.573,-0.938,-0.002,0.21,1
The Last Shadow Puppets,In The Heat Of The Morning,0.377,-1.23,0.927,0.347,0.342,0.755,-0.154,-0.795,-0.589,-0.485,0.432,0.127,-0.352,0.21,10
serpentwithfeet,Fellowship,0.319,1.91,-0.088,0.347,-0.179,-1.324,-0.005,0.56,-0.588,-0.712,1.202,-0.292,0.166,0.21,6
SPINN,Billie,-0.261,-0.49,1.055,1.675,0.577,0.755,-0.31,-0.794,-0.589,-0.284,1.719,1.331,0.125,0.21,6
Amythyst Kiah,Black Myself,0.493,0.058,0.702,1.011,0.943,0.755,-0.225,-0.441,0.152,0.024,1.731,1.015,0.004,0.21,1
Vintage Trouble,You Better Believe It,-1.131,0.695,0.507,1.343,0.439,0.755,-0.621,-0.752,-0.224,-0.573,1.635,-0.185,0.442,0.21,2
Big Scarr,Frozone,0.377,1.868,0.655,1.675,1.059,-1.324,2.624,-0.698,-0.332,-0.353,0.274,0.286,-0.589,0.21,5
Rina Sawayama,Chosen Family (with Elton John),1.131,-0.261,-0.322,-0.648,0.23,0.755,-0.466,0.779,-0.403,-0.713,-0.875,-1.679,0.705,0.21,9
"Jeff Rupert, George Garzone, Jeremy Allen, Marty Morell, Richard Drexler",Detour Ahead,0.029,-0.496,-1.847,0.679,-1.226,0.755,-0.525,1.944,2.159,-0.397,-1.033,0.333,-1.793,0.21,7
Dharmasoul,Love Again,-0.609,0.551,-1.095,1.011,-0.19,0.755,-0.467,1.046,-0.56,1.557,0.162,0.509,0.206,0.21,2
Waldkauz,Dimna Juda,-0.377,-0.327,-0.598,1.675,-0.486,-1.324,-0.579,1.96,-0.588,-0.604,-1.62,0.586,0.185,0.21,8
Luna Li,Cherry Pit,0.087,1.002,-0.059,1.011,0.211,0.755,-0.515,-0.094,-0.588,-0.573,1.19,-0.062,0.467,0.21,1
"Does It Offend You, Yeah?",We Are Rockstars,-0.551,0.358,1.237,1.343,1.206,-1.324,-0.455,-0.794,0.558,0.313,-0.405,0.182,0.276,0.21,6
The Jam,Start!,0.319,0.539,-1.325,-0.01,-0.243,0.755,-0.348,-0.774,-0.589,-0.554,1.777,0.565,-0.454,0.21,10
"Salim–Sulaiman, Rashid Khan",Cheene Re Mora Chain,-1.363,-0.297,0.77,-0.056,0.859,0.755,-0.413,-0.674,-0.589,-0.416,-0.521,-0.089,-1.793,0.21,0
Devour the Day,The Bottom,0.087,-1.368,1.212,0.015,1.445,0.755,0.339,-0.78,-0.168,-0.738,0.22,1.527,-0.159,0.21,10
Gruntruck,Crazy Love,-0.029,-0.682,0.944,-0.01,0.369,0.755,-0.53,-0.795,-0.589,1.575,0.307,-0.559,0.834,0.21,10
Nine Inch Nails,Everything,-0.841,-0.171,1.055,-1.644,1.089,0.755,-0.248,-0.795,1.817,-0.409,1.773,1.096,-0.011,0.21,10
Blue Stahli,Lakes of Flame,0.203,-0.135,1.131,-1.644,0.439,-1.324,-0.355,-0.795,-0.571,1.06,-0.151,-0.63,0.156,0.21,8
Cory Hanson,Angeles,-0.783,-0.339,-1.473,0.015,-1.202,-1.324,-0.585,1.5,1.214,-0.265,-1.212,-1.322,0.9,0.21,9
Adam Melchor,Last Time,0.435,-0.303,-0.454,0.347,-0.85,0.755,0.267,1.503,-0.425,0.571,-0.321,0.792,-1.793,0.21,0
Southern Avenue,Switchup,-1.305,1.537,1.08,-0.648,1.155,-1.324,0.674,-0.335,-0.589,0.847,1.007,-0.626,-0.472,0.21,2
Crowded House,Don't Dream It's Over,-0.899,-0.249,0.086,-0.01,-0.069,-1.324,-0.389,1.49,-0.589,-0.102,1.032,-1.353,-0.052,0.21,10
Jeki Mekayten,◊î◊û◊¢◊†◊ò◊ñ◊™,-1.073,1.898,-0.692,-1.312,-1.557,0.755,-0.51,0.087,-0.589,-0.664,1.985,-0.562,0.941,0.21,9
Killitorous,Married with Children,-1.131,-0.857,1.386,-0.317,1.177,0.755,1.021,-0.795,2.859,-0.748,-1.595,0.081,-0.039,0.21,8
Bloodhound Gang,It's Tricky,-0.551,0.256,1.386,-1.312,0.025,0.755,0.374,-0.795,2.591,0.759,0.099,0.824,-0.397,0.21,10
The Bob Davis Group,A Nightingale Sang In Berkeley Square,0.203,-1.013,-2.31,-0.98,-2.049,0.755,-0.497,2.379,2.96,-0.617,-0.8,-0.872,-1.793,0.21,7
Dieter Huber,Zitronen Garten,0.319,-0.652,-2.49,1.011,-2.197,0.755,-0.358,2.398,2.763,-0.46,-1.283,-1.535,-1.793,-8.086,7
Landwerm,Child's Play #1,0.029,0.37,-2.723,-0.317,-3.994,0.755,-0.427,2.36,2.342,-0.29,-1.421,-0.088,-1.793,0.21,7
Joan As Police Woman,Kiss,-0.493,-0.688,-0.662,0.347,0.018,0.755,-0.067,1.712,-0.589,-0.014,0.245,2.038,0.963,0.21,6
Erland Cooper,Haar over Hamnavoe - Bill Ryder-Jones Rework,-0.145,-2.724,-2.469,0.679,-4.07,0.755,-0.505,2.324,2.863,-0.843,-1.709,1.445,0.29,0.21,1
Erica Banks,Buss It,-0.551,2.253,-0.972,1.011,-0.403,0.755,1.116,1.036,-0.589,-0.46,1.098,-0.427,-1.793,0.21,9
Barry Harris Trio,Embraceable You,-0.087,-0.977,-1.783,-0.317,-1.325,0.755,-0.524,2.266,2.632,-0.529,-1.354,-1.609,-1.793,0.21,7
Maeve,Bleach,-0.377,1.285,-1.112,1.675,-0.767,-1.324,-0.461,0.737,-0.478,-0.634,-0.126,-0.629,-0.509,0.21,10
The Beatles,Tomorrow Never Knows - Remastered,0.667,-0.983,0.706,-0.317,0.446,0.755,-0.469,-0.795,-0.581,0.916,-1.802,0.11,-0.189,0.21,6
Frank Carter & The Rattlesnakes,Battlefield,-0.377,-1.621,1.208,-0.317,0.539,0.755,0.291,-0.795,-0.587,-0.026,-1.229,-1.444,-0.798,0.21,6
Eddie Vedder,Growin' Up - acoustic at home,0.029,-1.007,-0.764,-0.01,-0.239,0.755,-0.608,1.349,-0.168,-0.359,0.032,0.393,-0.056,0.21,10
Starflyer 59,A House Wife Love Song,-1.015,-2.619,-0.454,1.343,0.047,0.755,-0.363,-0.795,2.591,2.781,-0.567,1.794,0.467,0.21,6
Nick Leng,One More Time,-0.087,0.743,0.4,0.003,0.27,0.755,-0.613,-0.296,-0.589,1.368,1.182,-0.358,-0.012,0.21,1
M√©lonade,Best In Me,-0.725,1.477,0.026,-1.644,-0.831,0.755,0.362,-0.783,1.027,-0.616,0.982,0.113,-0.126,0.21,6
Static & Ben El,◊ß◊ï◊ë◊ô◊ï◊™,0.145,1.561,0.128,-1.644,0.459,0.755,-0.284,-0.672,-0.589,-0.948,-0.234,-0.594,-0.517,0.21,9
The Primitives,Crash,0.377,-1.013,-0.267,1.675,-0.346,0.755,-0.559,-0.484,-0.585,3.535,1.789,1.601,-0.438,0.21,6
Philip Sayce,Fits Me Good,-0.899,-0.123,1.276,0.679,0.819,0.755,-0.101,-0.794,-0.585,1.381,0.012,0.182,-0.26,0.21,2
Muddy Waters,Good Morning Little School Girl,0.203,0.497,-1.512,1.011,-1.663,0.755,0.047,1.423,-0.564,-0.703,0.557,1.726,-0.042,0.21,2
Queens of the Stone Age,Feel Good Hit Of The Summer,0.261,-0.67,-0.088,-1.644,0.208,-1.324,-0.545,-0.226,-0.486,-0.644,-0.267,1.451,0.577,0.21,6
Zatua,Harimau,-0.783,0.677,-0.101,1.343,-1.145,-1.324,-0.558,0.029,1.21,-0.753,0.582,-0.731,1.01,2.975,6
